"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"NICHD",3.9,3.9,3.9,3,3,3,3,3,3,0,0,0,NA,NA,NA,3,6,5.4,"04/03/2015"
"NIDCR",3.9,3.9,3.9,12.7,12.7,12.7,NA,NA,NA,14.4,14.4,14.4,NA,NA,NA,27.1,27.1,27.1,"04/03/2015"
"NIDDK",3.9,3.9,3.9,3.8,3.8,3.8,NA,NA,NA,NA,NA,NA,6,6,6,9.8,9.8,9.8,"04/03/2015"
"NIGMS",3.9,3.9,3.9,24.8,24.8,24.8,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2,25,25,25,"04/03/2015"
"NINDS",0,3.9,3.7,2.7,2.7,2.7,0,10.1,3.6,3,3,3,NA,NA,NA,2.7,12.8,6.2,"04/03/2015"
"All DACs",0,14.8,3.6,0,25.9,6.4,0,107,6.5,0,1254.5,188.1,0.2,39.1,20,0,1257.2,53.7,"04/03/2015"
"NCI DAC",0,0.1,0,1.5,2.2,2.2,0,0,0,0,0,0,NA,NA,NA,1.5,2.2,1.9,"04/04/2015"
"NHGRI",0,0.1,0,1.5,2.2,2,0,0,0,0,0,0,NA,NA,NA,1.5,2.2,2.1,"04/04/2015"
"NIGMS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/04/2015"
"All DACs",0,0.1,0,1.5,2.2,2.1,0,0,0,0,0,0,NA,NA,NA,1.5,2.2,2.1,"04/04/2015"
"CDAC",7.2,7.2,7.2,0.4,0.4,0.4,9.2,9.2,9.2,NA,NA,NA,NA,NA,NA,9.6,9.6,9.6,"04/05/2015"
"JAAMH",0.2,0.2,0.2,14.5,14.5,14.5,39.1,39.1,39.1,NA,NA,NA,NA,NA,NA,53.7,53.7,53.7,"04/05/2015"
"NHGRI",0.2,0.2,0.2,0.5,0.5,0.5,0,0,0,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,"04/05/2015"
"All DACs",0.2,7.2,1.3,0.4,14.5,7.5,0,39.1,21.1,NA,NA,NA,NA,NA,NA,0.5,53.7,28.6,"04/05/2015"
"CDAC",3.7,3.7,3.7,1.7,1.7,1.7,NA,NA,NA,NA,NA,NA,13.1,13.1,13.1,14.8,14.8,14.8,"04/06/2015"
"JAAMH",0,10,1.9,13.7,14,13.8,39.1,163.1,72.2,NA,NA,NA,39.1,39.1,39.1,52.8,177,83.9,"04/06/2015"
"NCI DAC",0,5.4,3.8,0,6.7,1.9,0,27.2,13.1,28.9,28.9,28.9,7,7,7,1,30,15.9,"04/06/2015"
"NEI",0,5.4,2.7,17.9,18,17.9,0,36.1,12,39.2,39.2,39.2,NA,NA,NA,18,57.1,36.8,"04/06/2015"
"NHGRI",0,4.2,2.1,0.9,6.8,4.7,0,2.3,1.4,0,0,0,NA,NA,NA,0.9,9.1,5.9,"04/06/2015"
"NHLBI",0.2,7.9,2.1,2.2,2.5,2.3,14.7,14.7,14.7,NA,NA,NA,NA,NA,NA,16.9,17.2,17,"04/06/2015"
"NIAMS",5.4,5.4,5.4,9.9,9.9,9.9,NA,NA,NA,12.2,12.2,12.2,NA,NA,NA,22.1,22.1,22.1,"04/06/2015"
"NIDCR",0,0,0,9.7,9.7,9.7,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA,14,14,14,"04/06/2015"
"NINDS",0,0,0,1,1,1,0,1.1,0.5,NA,NA,NA,NA,NA,NA,1,2,1.5,"04/06/2015"
"All DACs",0,10,2.4,0,18,7.5,0,163.1,30.4,0,39.2,18.5,7,39.1,30.8,0.9,177,36.1,"04/06/2015"
"CDAC",0,0,0,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,13.1,13.1,13.1,13.8,13.8,13.8,"04/07/2015"
"JAAMH",5.1,8.2,7.2,5.9,21.8,16.5,19.9,46,28.6,NA,NA,NA,NA,NA,NA,41.6,51.9,45,"04/07/2015"
"NCI DAC",0,12.7,1.5,0.1,6.2,1.1,0,27.2,20,1.2,1277.2,818.2,24.1,27.2,24.6,0.1,1277.3,180.7,"04/07/2015"
"NHGRI",0,6,1.1,0.3,6.1,5.3,0,2.3,2,2.3,2.3,2.3,NA,NA,NA,0.3,8.4,7.3,"04/07/2015"
"NHLBI",0,0,0,1.2,1.2,1.2,21.7,21.7,21.7,NA,NA,NA,NA,NA,NA,22.8,22.8,22.8,"04/07/2015"
"NIGMS",0,0,0,21.1,21.1,21.1,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,21.4,21.4,21.4,"04/07/2015"
"All DACs",0,12.7,1.6,0.1,21.8,2.8,0,46,16,1.2,1277.2,750.2,13.1,27.2,23.1,0.1,1277.3,131.7,"04/07/2015"
"JAAMH",0.1,11.4,7.7,12,21.4,16.2,19.9,107,43.1,NA,NA,NA,39.2,39.2,39.2,41,119,58.9,"04/08/2015"
"NCI DAC",0.8,75,35.4,0.1,5.2,2.4,0,25.9,12.4,0,0,0,NA,NA,NA,0.1,26.5,11.2,"04/08/2015"
"NEI",0.1,6.8,2.3,15.9,15.9,15.9,0,0,0,NA,NA,NA,NA,NA,NA,15.9,15.9,15.9,"04/08/2015"
"NHGRI",7.8,29.8,22.4,4.9,5.2,5.1,2.3,73,49.5,0,0,0,NA,NA,NA,7.2,78.2,54.5,"04/08/2015"
"NHLBI",0,8.1,4.3,0.2,0.3,0.2,14.7,14.7,14.7,14.7,14.7,14.7,NA,NA,NA,14.9,15,15,"04/08/2015"
"NICHD",5.9,5.9,5.9,1.3,1.3,1.3,19.8,19.8,19.8,20.8,20.8,20.8,NA,NA,NA,21.1,22.1,21.6,"04/08/2015"
"All DACs",0,75,12.7,0.1,21.4,8.6,0,107,24.8,0,20.8,7.2,39.2,39.2,39.2,0.1,119,31.5,"04/08/2015"
"CDAC",1,1,1,4.8,4.8,4.8,2.1,2.1,2.1,NA,NA,NA,NA,NA,NA,6.9,6.9,6.9,"04/09/2015"
"JAAMH",0,7,0.8,10.8,20.2,11.4,19.9,39.2,38,NA,NA,NA,39.2,39.2,39.2,39.8,50.5,49.8,"04/09/2015"
"NCI DAC",0,10,1.5,0.1,4,1.8,0,21.9,6.2,0.3,0.3,0.3,NA,NA,NA,0.2,22,7.3,"04/09/2015"
"NEI",0.1,0.1,0.1,14.7,14.7,14.7,0,0,0,NA,NA,NA,NA,NA,NA,14.7,14.7,14.7,"04/09/2015"
"NHGRI",0,1.6,0.5,0.7,4,1.3,0,2.3,0.4,NA,NA,NA,NA,NA,NA,0.7,6.2,1.7,"04/09/2015"
"NHLBI",0.1,1.6,0.3,6,10.7,10,10,70.8,18.5,10,10,10,NA,NA,NA,20.7,77.1,27.9,"04/09/2015"
"NIGMS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/09/2015"
"NINDS",0.1,0.1,0.1,0.8,0.8,0.8,7,7,7,NA,NA,NA,NA,NA,NA,7.8,7.8,7.8,"04/09/2015"
"All DACs",0,10,0.8,0.1,20.2,8,0,70.8,19.5,0.3,10,3.6,39.2,39.2,39.2,0.2,77.1,29.3,"04/09/2015"
"CDAC",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/10/2015"
"JAAMH",1,11,1.7,0,9.8,1.9,0,39.2,4.9,0,0,0,NA,NA,NA,0,49,4.5,"04/10/2015"
"NCI DAC",0,11,8.2,0,2.9,1.4,0,0,0,0,0,0,NA,NA,NA,0.1,2.9,1.4,"04/10/2015"
"NHGRI",7.8,7.8,7.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,"04/10/2015"
"All DACs",0,11,3.1,0,9.8,1.7,0,39.2,3.3,0,0,0,NA,NA,NA,0,49,3.7,"04/10/2015"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/11/2015"
"NCI DAC",9.9,9.9,9.9,0.5,0.5,0.5,18.1,18.1,18.1,NA,NA,NA,18.1,18.1,18.1,18.7,18.7,18.7,"04/12/2015"
"NHGRI",11.2,11.2,11.2,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"04/12/2015"
"All DACs",9.9,11.2,10.1,0.5,1,0.6,0,18.1,14.5,NA,NA,NA,18.1,18.1,18.1,1,18.7,15.7,"04/12/2015"
"CDAC",0,0,0,1,1,1,2.1,2.1,2.1,NA,NA,NA,NA,NA,NA,3,3,3,"04/13/2015"
"JAAMH",0.1,11.6,10.3,6.7,7.1,7.1,NA,NA,NA,NA,NA,NA,39.2,39.2,39.2,46.3,46.3,46.3,"04/13/2015"
"NCI DAC",0,25,2.5,0.1,7,1.2,0,21.1,2.7,NA,NA,NA,NA,NA,NA,0.2,21.2,3.9,"04/13/2015"
"NEI",11.6,11.6,11.6,11.1,11.1,11.1,36.1,36.1,36.1,NA,NA,NA,NA,NA,NA,47.2,47.2,47.2,"04/13/2015"
"NHGRI",0,11.6,6,0.2,7,4.5,0,2.3,1.8,0,3,0.3,NA,NA,NA,0.2,10,5.6,"04/13/2015"
"NHLBI",6.8,25.8,12.7,2.2,6.8,2.7,0,11.8,10.7,NA,NA,NA,NA,NA,NA,6.8,14.1,13.4,"04/13/2015"
"NIAMS",0,0,0,3.2,3.2,3.2,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA,7.4,7.4,7.4,"04/13/2015"
"NICHD",6.8,6.8,6.8,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,0,0,0,1.1,1.1,1.1,"04/13/2015"
"NIDDK",0,11.6,10,0.2,0.3,0.2,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,1.1,1.2,1.1,"04/13/2015"
"NIGMS",0,0,0,15.2,15.2,15.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,15.5,15.5,15.5,"04/13/2015"
"NINDS",3,10.7,7.6,4,4,4,0,0,0,NA,NA,NA,0,0,0,4,4,4,"04/13/2015"
"All DACs",0,25.8,8.1,0.1,15.2,3.3,0,36.1,6.1,0,3,0.3,0,39.2,15.7,0.2,47.2,8.9,"04/13/2015"
"JAAMH",0,15.2,6.9,0.7,6,3.7,39.2,107,56.1,0,0,0,NA,NA,NA,0.7,112.7,35.7,"04/14/2015"
"NCI DAC",0.2,76.7,10.7,0,6,1.5,0,20,2.6,0,3,1,NA,NA,NA,0,20.1,3.7,"04/14/2015"
"NEI",0.8,15,6.9,9.7,9.9,9.8,0,0,0,NA,NA,NA,NA,NA,NA,9.7,9.9,9.8,"04/14/2015"
"NHGRI",0.8,0.8,0.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,"04/14/2015"
"NHLBI",0.8,52.5,14.6,0.9,5.7,3.3,7.8,163.1,82.5,0,0,0,NA,NA,NA,9,168.8,85.8,"04/14/2015"
"NIAMS",8.2,8.2,8.2,2.2,2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/14/2015"
"NICHD",0.8,0.8,0.8,0.1,0.1,0.1,15.9,15.9,15.9,NA,NA,NA,NA,NA,NA,16,16,16,"04/14/2015"
"NIGMS",0.8,0.8,0.8,13.9,13.9,13.9,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,14.2,14.2,14.2,"04/14/2015"
"NINDS",0.8,0.8,0.8,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"04/14/2015"
"All DACs",0,76.7,9.4,0,13.9,3.6,0,163.1,42.6,0,3,0.2,0.2,0.2,0.2,0,168.8,39.1,"04/14/2015"
"ES DAC",0,0,0,21.9,21.9,21.9,4,4,4,NA,NA,NA,NA,NA,NA,25.8,25.8,25.8,"04/15/2015"
"JAAMH",0,13.2,4.2,4.6,14,6.6,4,107,45.4,4.1,4.1,4.1,39.2,85.2,62.2,9,112,46,"04/15/2015"
"NCI DAC",0,13.3,5.9,0,5.2,0.8,0,19.2,13.9,0,1269,846,19.2,21,20.4,0.1,1269.1,64.8,"04/15/2015"
"NEI",11,11,11,8.8,8.8,8.8,0,0,0,NA,NA,NA,NA,NA,NA,8.8,8.8,8.8,"04/15/2015"
"NHGRI",0,13.2,6.4,0.8,4.8,2.8,0,2.3,1.1,NA,NA,NA,NA,NA,NA,0.8,7.1,3.9,"04/15/2015"
"NHLBI",0,8.8,2.4,0,6.9,4.7,0,27.7,10.4,NA,NA,NA,NA,NA,NA,4.7,34.6,15.1,"04/15/2015"
"NIAMS",13.3,13.3,13.3,1.2,1.2,1.2,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA,5.4,5.4,5.4,"04/15/2015"
"NIDDK",11,11,11,0.8,0.8,0.8,1,1,1,NA,NA,NA,NA,NA,NA,1.9,1.9,1.9,"04/15/2015"
"NIGMS",0,0,0,12.8,12.8,12.8,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2,13,13,13,"04/15/2015"
"NINDS",8.8,13.2,11,1.8,1.9,1.9,7.5,18.1,12.8,NA,NA,NA,NA,NA,NA,9.4,20,14.7,"04/15/2015"
"All DACs",0,13.3,5.7,0,21.9,2.9,0,107,13.6,0,1269,635.5,0.2,85.2,31,0.1,1269.1,43,"04/15/2015"
"CDAC",1.2,1.2,1.2,5,5,5,3.3,3.3,3.3,NA,NA,NA,NA,NA,NA,8.3,8.3,8.3,"04/16/2015"
"JAAMH",0,15.1,1.7,0.1,13.1,3.7,19.9,108.3,46.6,0,0,0,NA,NA,NA,0.1,112.1,41,"04/16/2015"
"NCI DAC",0,10,2.6,0,4.2,0.9,0,14,3.9,0,29.6,9.9,NA,NA,NA,0.2,33.4,6.6,"04/16/2015"
"NHGRI",0,10,2.7,0.7,3.8,1.1,0,0,0,3.3,3.3,3.3,NA,NA,NA,0.7,7,1.5,"04/16/2015"
"NHLBI",0,15.1,1.8,6.1,6.6,6.3,4.6,26.8,8.6,NA,NA,NA,NA,NA,NA,10.8,33.2,14.9,"04/16/2015"
"NICHD",15.1,15.1,15.1,3.8,3.8,3.8,15,15,15,NA,NA,NA,NA,NA,NA,18.8,18.8,18.8,"04/16/2015"
"NINDS",0,0,0,0.8,0.8,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"04/16/2015"
"All DACs",0,15.1,2.2,0,13.1,3.1,0,108.3,23.3,0,29.6,3.3,NA,NA,NA,0.1,112.1,23.4,"04/16/2015"
"JAAMH",0,25.6,6.9,0.1,3.3,2.4,10.8,39.2,34.9,0,0,0,NA,NA,NA,0.1,42.5,32,"04/17/2015"
"NCI DAC",0,13.9,2.2,0,3.2,2.7,0,24.9,5.3,0,11,5.5,24.9,24.9,24.9,2.8,27.7,8.6,"04/17/2015"
"NEI",0,2.9,0.7,6.7,6.9,6.8,0,36.1,8,NA,NA,NA,NA,NA,NA,6.7,42.8,14.8,"04/17/2015"
"NHGRI",0,2.9,0.9,2.7,2.9,2.7,0,0,0,NA,NA,NA,NA,NA,NA,2.7,2.9,2.7,"04/17/2015"
"NHLBI",0,25.6,5.1,5,5.9,5.2,7.6,63.7,22,0,0,0,12.7,12.7,12.7,5.9,69,25.5,"04/17/2015"
"NIAMS",0.3,0.3,0.3,12.7,12.7,12.7,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,13.8,13.8,13.8,"04/17/2015"
"NICHD",0,0,0,2.8,2.8,2.8,0,0,0,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,"04/17/2015"
"NIDDK",0,2.9,2.3,2.8,3,2.9,0.1,0.1,0.1,NA,NA,NA,0,0,0,2.8,3,3,"04/17/2015"
"NIGMS",0,3,1.6,10.7,11,10.8,0,0.2,0.1,NA,NA,NA,0,0.2,0.2,10.8,11.2,11,"04/17/2015"
"NINDS",0,25.6,1.9,4.8,5,4.9,1.2,2.2,1.4,2.4,2.4,2.4,NA,NA,NA,6,7.5,6.4,"04/17/2015"
"All DACs",0,25.6,3.1,0,12.7,3.8,0,63.7,10.4,0,11,1.3,0,24.9,6.4,0.1,69,13.6,"04/17/2015"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/18/2015"
"JAAMH",2.1,5.5,4.6,0.8,9.9,2.8,39.2,97.9,50.9,NA,NA,NA,39.2,39.2,39.2,40,107.8,46.7,"04/19/2015"
"NCI DAC",1,98.8,14,0.5,1,0.9,0,25,5.5,0,1263.9,429.6,28,28,28,0.5,1264.9,165.4,"04/19/2015"
"NHGRI",2.1,5.5,5.2,0.8,1.4,1.3,0,0,0,0,0,0,NA,NA,NA,0.8,1.4,1.4,"04/19/2015"
"NHLBI",5.3,5.3,5.3,3.3,3.3,3.3,29.5,29.5,29.5,NA,NA,NA,NA,NA,NA,32.9,32.9,32.9,"04/19/2015"
"NIAMS",5.5,5.5,5.5,11.3,11.3,11.3,12.2,12.2,12.2,12.3,12.3,12.3,NA,NA,NA,23.6,23.6,23.6,"04/19/2015"
"NIDCR",89.8,89.8,89.8,10.5,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/19/2015"
"NIDDK",5.5,5.5,5.5,1.4,1.4,1.4,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,"04/19/2015"
"NINDS",2.1,5.5,4.6,2.9,3.5,3.4,2.2,2.4,2.3,NA,NA,NA,NA,NA,NA,5.3,5.9,5.6,"04/19/2015"
"All DACs",1,98.8,8.7,0.5,11.3,2.8,0,97.9,18.5,0,1263.9,82.1,28,39.2,37.6,0.5,1264.9,49.5,"04/19/2015"
"CDAC",0.3,0.3,0.3,1.3,1.3,1.3,0,0,0,NA,NA,NA,NA,NA,NA,1.3,1.3,1.3,"04/20/2015"
"JAAMH",0,19.8,8.1,0.3,7.9,6.2,31.2,39.2,32.4,0,0,0,NA,NA,NA,6.8,39.5,24.1,"04/20/2015"
"NCI DAC",0,10.1,2.3,0,6.8,0.8,0,10,3.3,NA,NA,NA,NA,NA,NA,0.2,11,4.1,"04/20/2015"
"NEI",5.2,5.2,5.2,3.7,3.7,3.7,0,0,0,NA,NA,NA,NA,NA,NA,3.7,3.7,3.7,"04/20/2015"
"NHGRI",0,19.8,3,0.2,6.9,1.3,0,0,0,0,0,0,NA,NA,NA,0.2,6.9,1.3,"04/20/2015"
"NHLBI",0.1,7.5,4,2.1,2.8,2.5,7.6,7.6,7.6,0,0,0,NA,NA,NA,2.7,9.7,5.7,"04/20/2015"
"NICHD",5.2,5.2,5.2,2.9,2.9,2.9,0,0,0,NA,NA,NA,NA,NA,NA,2.9,2.9,2.9,"04/20/2015"
"NIDDK",0.1,0.1,0.1,0.7,0.7,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"04/20/2015"
"NINDS",0,0,0,2,2.4,2.1,2.2,2.2,2.2,2.2,2.2,2.2,1.9,1.9,1.9,4.2,4.3,4.2,"04/20/2015"
"All DACs",0,19.8,3.9,0,7.9,2.7,0,39.2,7.5,0,2.2,0.3,1.9,1.9,1.9,0.2,39.5,8.4,"04/20/2015"
"CDAC",0.1,0.1,0.1,8,8,8,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,8.1,8.1,8.1,"04/21/2015"
"JAAMH",0,23.7,4.3,5.8,8.1,6.8,31.2,100.3,44.7,0,31.2,10.4,31.2,31.2,31.2,5.8,107.3,43.8,"04/21/2015"
"NCI DAC",0,10.5,1.3,0.1,6.3,1.3,0,4.2,0.2,10.3,10.3,10.3,NA,NA,NA,0.1,16.2,1.9,"04/21/2015"
"NHGRI",0.1,83.1,9.3,0,5.7,2.9,0,4,1.1,3,3,3,NA,NA,NA,0,9.7,4.2,"04/21/2015"
"NHLBI",0.7,23.7,5,1.1,1.3,1.2,7.7,26.8,13.1,26.8,26.8,26.8,7.7,7.7,7.7,8.8,28,15.3,"04/21/2015"
"NIAID",8.1,8.1,8.1,22.8,22.8,22.8,5.2,5.2,5.2,NA,NA,NA,NA,NA,NA,28,28,28,"04/21/2015"
"NIDCR",8.1,8.1,8.1,8.7,8.7,8.7,NA,NA,NA,13.2,13.2,13.2,NA,NA,NA,21.8,21.8,21.8,"04/21/2015"
"NIDDK",1.7,8.1,4.9,0.8,0.8,0.8,0,2,0.8,NA,NA,NA,0,0,0,0.8,2.8,1.6,"04/21/2015"
"NINDS",1,1,1,0.9,0.9,0.9,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,"04/21/2015"
"All DACs",0,83.1,4.4,0,22.8,4.2,0,100.3,18.2,0,31.2,11.3,0,31.2,18.2,0,107.3,22,"04/21/2015"
"JAAMH",0,12.3,7,5.5,6.8,5.9,31.2,101,57,NA,NA,NA,NA,NA,NA,36.8,106.8,62.9,"04/22/2015"
"NCI DAC",0,5.5,1.7,0,5.2,1.5,0,4.4,0.7,0,0,0,NA,NA,NA,0,9.6,2.2,"04/22/2015"
"NEI",0.8,0.8,0.8,1.5,1.5,1.5,0,0,0,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,"04/22/2015"
"NHGRI",0,5,1.1,0.1,5.2,3.8,0,2.3,1.7,3,4,3.5,NA,NA,NA,0.2,9.2,5.7,"04/22/2015"
"NHLBI",0,4.7,0.5,0.2,6.8,1.1,4.6,34,15.4,27.6,27.6,27.6,NA,NA,NA,4.8,40.8,16.5,"04/22/2015"
"NICHD",0.7,0.7,0.7,1.2,1.2,1.2,19.8,19.8,19.8,NA,NA,NA,NA,NA,NA,21,21,21,"04/22/2015"
"NIDDK",0,0.7,0.2,0,1,0.8,0,1.2,0.3,NA,NA,NA,NA,NA,NA,1,1.2,1.1,"04/22/2015"
"NINDS",0.7,0.7,0.7,0.3,0.3,0.3,2.4,2.4,2.4,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,"04/22/2015"
"All DACs",0,12.3,1.6,0,6.8,2.6,0,101,9.3,0,27.6,5,NA,NA,NA,0,106.8,11.4,"04/22/2015"
"JAAMH",0.6,5.8,0.8,0.5,12.5,10.5,7.1,97.9,29.3,NA,NA,NA,24.1,24.1,24.1,7.6,106.4,39.6,"04/23/2015"
"NCI DAC",0,9.8,2.8,0,4.1,2.2,0,22,12.8,0,0,0,18.2,18.2,18.2,0,22.1,14.9,"04/23/2015"
"NHGRI",0,6.1,1.6,0.2,3.9,1.7,0,2.3,0.6,3,3,3,NA,NA,NA,0.2,6.7,2.4,"04/23/2015"
"NHLBI",0.6,10,5.8,5.9,7,6.2,19.9,34.8,30.2,0,0,0,NA,NA,NA,7,40.8,29.3,"04/23/2015"
"NIAMS",53,53,53,6.8,6.8,6.8,NA,NA,NA,1.2,1.2,1.2,NA,NA,NA,8,8,8,"04/23/2015"
"All DACs",0,53,3.3,0,12.5,6.1,0,97.9,19.5,0,3,0.7,18.2,24.1,21.1,0,106.4,24.3,"04/23/2015"
"JAAMH",0,3.6,1.9,0,11.3,6.7,27,27,27,0,0,0,NA,NA,NA,0,37.9,9.5,"04/24/2015"
"NCI DAC",0,8.2,3.4,0.1,3.3,2.8,0,18.2,1.7,NA,NA,NA,NA,NA,NA,0.1,21,4.5,"04/24/2015"
"NHGRI",2.1,4,2.9,0,2.9,0.4,0,5.2,2.2,3.8,3.8,3.8,NA,NA,NA,0.1,5.2,2.8,"04/24/2015"
"NHLBI",0,3.6,2.4,5.5,5.6,5.5,19.9,19.9,19.9,0,19.9,10,NA,NA,NA,5.6,25.4,18.8,"04/24/2015"
"NIDCR",0,3.6,1.8,5.6,6.1,5.9,1.2,12.4,6.8,NA,NA,NA,NA,NA,NA,7.2,18,12.6,"04/24/2015"
"All DACs",0,8.2,2.8,0,11.3,2.9,0,27,3.4,0,19.9,2.8,NA,NA,NA,0,37.9,5.4,"04/24/2015"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/25/2015"
"NHGRI",10.8,10.8,10.8,0.6,0.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,"04/26/2015"
"All DACs",10.8,10.8,10.8,0.6,0.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,"04/26/2015"
"JAAMH",0,9.9,8.9,2,7.6,2.8,NA,NA,NA,0,0,0,27,27,27,2,34.7,6.6,"04/27/2015"
"NCI DAC",0,25,6.3,0,6.9,1.4,0,3.3,0.5,0,0,0,NA,NA,NA,0,10,1.9,"04/27/2015"
"NHGRI",0.2,14,5.5,0.8,1,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,1,0.8,"04/27/2015"
"NHLBI",0.2,7.2,1.7,2.1,2.7,2.2,19.9,19.9,19.9,NA,NA,NA,NA,NA,NA,22,22.6,22.1,"04/27/2015"
"NIAMS",5.6,5.6,5.6,2.6,2.6,2.6,1.2,1.2,1.2,NA,NA,NA,NA,NA,NA,3.8,3.8,3.8,"04/27/2015"
"NIDDK",5.6,6.7,5.8,0.7,0.8,0.7,3.1,3.1,3.1,NA,NA,NA,NA,NA,NA,3.8,3.8,3.8,"04/27/2015"
"NIGMS",0,0,0,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0.5,0.5,"04/27/2015"
"NINDS",0,5.6,3.8,3.6,3.8,3.8,3,3,3,NA,NA,NA,NA,NA,NA,6.6,6.8,6.8,"04/27/2015"
"All DACs",0,25,5.7,0,7.6,1.7,0,19.9,4.7,0,0,0,0,27,13.5,0,34.7,6.1,"04/27/2015"
"JAAMH",0,32,15,0.8,9.2,6.9,0.1,27,22.3,NA,NA,NA,1,27,20.5,1.7,34.4,28.8,"04/28/2015"
"NCI DAC",0,32,18.7,0,12.7,1.1,0,44.3,1.9,0,0,0,0,0,0,0,50,2.4,"04/28/2015"
"NEI",1.7,32,16.8,15.7,20,17.8,12.1,12.1,12.1,18,18,18,0,0,0,15.7,33.7,26.2,"04/28/2015"
"NHGRI",1.1,32,27.5,0,0.9,0.6,0,0,0,NA,NA,NA,NA,NA,NA,0,0.9,0.6,"04/28/2015"
"NHLBI",0,32,26.6,1,1.2,1,19.9,29.8,28.1,NA,NA,NA,NA,NA,NA,21.1,30.8,29.1,"04/28/2015"
"NIAMS",5.1,32,23.3,0.3,1.8,1.4,0.1,1.2,0.6,NA,NA,NA,1.2,1.2,1.2,0.4,3,2.3,"04/28/2015"
"NICHD",32,32,32,0.7,0.7,0.7,16.2,16.2,16.2,NA,NA,NA,NA,NA,NA,16.9,16.9,16.9,"04/28/2015"
"NIDCR",32,32,32,1.6,1.6,1.6,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,2.8,2.8,2.8,"04/28/2015"
"NIDDK",32,32,32,0.7,0.7,0.7,2,2,2,NA,NA,NA,NA,NA,NA,2.7,2.7,2.7,"04/28/2015"
"NIGMS",32,32,32,7.8,7.8,7.8,0,0,0,NA,NA,NA,NA,NA,NA,7.8,7.8,7.8,"04/28/2015"
"NINDS",5,32,28.8,2.8,2.9,2.8,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0.1,2.9,3,2.9,"04/28/2015"
